image_path,mask_path,split,label,defect_type
data/mvtec_anomaly_detection/metal_nut/train/good/000.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/001.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/002.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/003.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/004.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/005.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/006.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/007.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/008.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/009.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/010.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/011.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/012.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/013.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/014.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/015.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/016.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/017.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/018.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/019.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/020.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/021.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/022.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/023.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/024.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/025.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/026.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/027.png,,train,0,good
data/mvtec_anomaly_detection/metal_nut/train/good/028.png,,train,0,good
